celebrity_name,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,celebrity_age_during_season,season,results,placement,week1_judge1_score,week1_judge2_score,week1_judge3_score,week1_judge4_score,week2_judge1_score,week2_judge2_score,week2_judge3_score,week2_judge4_score,week3_judge1_score,week3_judge2_score,week3_judge3_score,week3_judge4_score,week4_judge1_score,week4_judge2_score,week4_judge3_score,week4_judge4_score,week5_judge1_score,week5_judge2_score,week5_judge3_score,week5_judge4_score,week6_judge1_score,week6_judge2_score,week6_judge3_score,week6_judge4_score,week7_judge1_score,week7_judge2_score,week7_judge3_score,week7_judge4_score,week8_judge1_score,week8_judge2_score,week8_judge3_score,week8_judge4_score,week9_judge1_score,week9_judge2_score,week9_judge3_score,week9_judge4_score,week10_judge1_score,week10_judge2_score,week10_judge3_score,week10_judge4_score,week11_judge1_score,week11_judge2_score,week11_judge3_score,week11_judge4_score,eliminated_week,withdrew,avg_score_w1,total_score_w1,pool_total_score_w1,judge_pct_w1,avg_score_w10,total_score_w10,pool_total_score_w10,judge_pct_w10,avg_score_w11,total_score_w11,pool_total_score_w11,judge_pct_w11,avg_score_w2,total_score_w2,pool_total_score_w2,judge_pct_w2,avg_score_w3,total_score_w3,pool_total_score_w3,judge_pct_w3,avg_score_w4,total_score_w4,pool_total_score_w4,judge_pct_w4,avg_score_w5,total_score_w5,pool_total_score_w5,judge_pct_w5,avg_score_w6,total_score_w6,pool_total_score_w6,judge_pct_w6,avg_score_w7,total_score_w7,pool_total_score_w7,judge_pct_w7,avg_score_w8,total_score_w8,pool_total_score_w8,judge_pct_w8,avg_score_w9,total_score_w9,pool_total_score_w9,judge_pct_w9,age_group,origin_type
Audrina Patridge,Tony Dovolani,Tv Personality,California,United States,25,11,Eliminated Week 6,7,6.0,7.0,6.0,,8.0,8.0,7.0,,8.0,9.0,9.0,,8.0,7.5,7.5,,7.0,8.0,8.0,,10.6666,10.6666,10.6666,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,6.0,False,6.333333333333333,19.0,227.0,0.08370044052863436,0.0,0.0,82.9998,0.0,,,0.0,,7.666666666666667,23.0,221.0,0.10407239819004525,8.666666666666666,26.0,221.0,0.11764705882352941,7.666666666666667,23.0,179.0,0.12849162011173185,7.666666666666667,23.0,182.0,0.12637362637362637,10.6666,31.9998,206.99929999999998,0.1545889285615942,0.0,0.0,208.5,0.0,0.0,0.0,132.5,0.0,0.0,0.0,114.0,0.0,Young,Domestic
Bristol Palin,Mark Ballas,Tv Personality,Alaska,United States,19,11,3rd Place,3,6.0,6.0,6.0,,7.0,8.0,7.0,,6.0,6.0,7.0,,5.0,5.5,5.5,,6.0,6.0,6.0,,9.6666,8.6666,9.6666,,8.5,8.0,8.0,8.0,7.5,8.0,8.0,,8.5,9.0,9.0,,8.3333,9.0,8.3333,,,,,,,False,6.0,18.0,227.0,0.07929515418502203,8.555533333333335,25.666600000000003,82.9998,0.3092368897274452,,,0.0,,7.333333333333333,22.0,221.0,0.09954751131221719,6.333333333333333,19.0,221.0,0.08597285067873303,5.333333333333333,16.0,179.0,0.0893854748603352,6.0,18.0,182.0,0.0989010989010989,9.333266666666667,27.9998,206.99929999999998,0.13526519171803963,8.125,32.5,208.5,0.15587529976019185,7.833333333333333,23.5,132.5,0.17735849056603772,8.833333333333334,26.5,114.0,0.2324561403508772,Young,Domestic
Ralph Macchio,Karina Smirnoff,Actor/Actress,New York,United States,49,12,Eliminated Week 9,4,8.0,8.0,8.0,,7.0,7.0,7.0,,7.0,7.0,7.0,,8.0,8.0,9.0,,8.0,7.0,7.0,,8.0,8.0,8.0,,9.0,8.5,7.5,8.0,7.5,7.5,8.0,,8.0,8.0,8.0,,0.0,0.0,0.0,,,,,,9.0,False,8.0,24.0,207.0,0.11594202898550725,0.0,0.0,87.3331,0.0,,,0.0,,7.0,21.0,216.0,0.09722222222222222,7.0,21.0,214.0,0.09813084112149532,8.333333333333334,25.0,206.0,0.12135922330097088,7.333333333333333,22.0,194.0,0.1134020618556701,8.0,24.0,180.0,0.13333333333333333,8.25,33.0,188.5,0.17506631299734748,7.666666666666667,23.0,130.0,0.17692307692307693,8.0,24.0,117.5,0.20425531914893616,Middle-Aged,Domestic
Chelsea Kane,Mark Ballas,Actor/Actress,Arizona,United States,22,12,3rd Place,3,7.0,7.0,7.0,,6.0,5.0,7.0,,7.0,8.0,8.0,,9.0,8.0,9.0,,9.0,8.0,9.0,,10.0,9.0,9.0,,8.0,8.5,7.5,8.0,9.0,9.0,9.5,,12.0,12.0,12.5,,10.0,9.6666,10.0,,,,,,,False,7.0,21.0,207.0,0.10144927536231885,9.888866666666667,29.666600000000003,87.3331,0.33969480071129965,,,0.0,,6.0,18.0,216.0,0.08333333333333333,7.666666666666667,23.0,214.0,0.10747663551401869,8.666666666666666,26.0,206.0,0.1262135922330097,8.666666666666666,26.0,194.0,0.13402061855670103,9.333333333333334,28.0,180.0,0.15555555555555556,8.0,32.0,188.5,0.16976127320954906,9.166666666666666,27.5,130.0,0.21153846153846154,12.166666666666666,36.5,117.5,0.31063829787234043,Young,Domestic
Kirstie Alley,Maksim Chmerkoskiy,Actor/Actress,Kansas,United States,60,12,2nd Place,2,8.0,7.0,8.0,,7.0,6.0,7.0,,7.0,7.0,7.0,,7.0,7.0,8.0,,8.0,7.0,8.0,,8.0,9.0,9.0,,8.0,7.0,7.0,8.0,8.5,9.0,9.0,,9.0,9.0,9.0,,9.3333,9.3333,9.3333,,,,,,,False,7.666666666666667,23.0,207.0,0.1111111111111111,9.3333,27.999899999999997,87.3331,0.32061039857740076,,,0.0,,6.666666666666667,20.0,216.0,0.09259259259259259,7.0,21.0,214.0,0.09813084112149532,7.333333333333333,22.0,206.0,0.10679611650485436,7.666666666666667,23.0,194.0,0.11855670103092783,8.666666666666666,26.0,180.0,0.14444444444444443,7.5,30.0,188.5,0.15915119363395225,8.833333333333334,26.5,130.0,0.20384615384615384,9.0,27.0,117.5,0.2297872340425532,Middle-Aged,Domestic
Hines Ward,Kym Johnson,Athlete,,South Korea,35,12,1st Place,1,7.0,7.0,7.0,,8.0,7.0,8.0,,9.0,8.0,8.0,,9.0,8.0,8.0,,9.0,9.0,9.0,,9.0,9.0,9.0,,8.0,8.0,8.0,9.0,9.0,9.0,9.0,,10.0,10.0,10.0,,10.0,9.6666,10.0,,,,,,,False,7.0,21.0,207.0,0.10144927536231885,9.888866666666667,29.666600000000003,87.3331,0.33969480071129965,,,0.0,,7.666666666666667,23.0,216.0,0.10648148148148148,8.333333333333334,25.0,214.0,0.11682242990654206,8.333333333333334,25.0,206.0,0.12135922330097088,9.0,27.0,194.0,0.13917525773195877,9.0,27.0,180.0,0.15,8.25,33.0,188.5,0.17506631299734748,9.0,27.0,130.0,0.2076923076923077,10.0,30.0,117.5,0.2553191489361702,Adult,International
Sugar Ray Leonard,Anna Trebunskaya,Athlete,North Carolina,United States,54,12,Eliminated Week 4,9,6.0,5.0,6.0,,6.0,5.0,6.0,,7.0,6.0,7.0,,7.0,7.0,7.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,4.0,False,5.666666666666667,17.0,207.0,0.0821256038647343,0.0,0.0,87.3331,0.0,,,0.0,,5.666666666666667,17.0,216.0,0.0787037037037037,6.666666666666667,20.0,214.0,0.09345794392523364,7.0,21.0,206.0,0.10194174757281553,0.0,0.0,194.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,188.5,0.0,0.0,0.0,130.0,0.0,0.0,0.0,117.5,0.0,Middle-Aged,Domestic
Chris Jericho,Cheryl Burke,Athlete,New York,United States,40,12,Eliminated Week 6,7,7.0,6.0,6.0,,8.0,7.0,8.0,,7.0,7.0,7.0,,8.0,7.0,8.0,,9.0,8.0,9.0,,7.0,8.0,7.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,6.0,False,6.333333333333333,19.0,207.0,0.09178743961352658,0.0,0.0,87.3331,0.0,,,0.0,,7.666666666666667,23.0,216.0,0.10648148148148148,7.0,21.0,214.0,0.09813084112149532,7.666666666666667,23.0,206.0,0.11165048543689321,8.666666666666666,26.0,194.0,0.13402061855670103,7.333333333333333,22.0,180.0,0.12222222222222222,0.0,0.0,188.5,0.0,0.0,0.0,130.0,0.0,0.0,0.0,117.5,0.0,Adult,Domestic
Petra Nemcova,Dmitry Chaplin,Model,,Czechoslovakia,31,12,Eliminated Week 5,8,6.0,6.0,6.0,,6.0,6.0,6.0,,8.0,9.0,8.0,,8.0,7.0,8.0,,7.0,7.0,8.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,5.0,False,6.0,18.0,207.0,0.08695652173913043,0.0,0.0,87.3331,0.0,,,0.0,,6.0,18.0,216.0,0.08333333333333333,8.333333333333334,25.0,214.0,0.11682242990654206,7.666666666666667,23.0,206.0,0.11165048543689321,7.333333333333333,22.0,194.0,0.1134020618556701,0.0,0.0,180.0,0.0,0.0,0.0,188.5,0.0,0.0,0.0,130.0,0.0,0.0,0.0,117.5,0.0,Adult,International
Mike Catherwood,Lacey Schwimmer,Tv/Radio Host,California,United States,32,12,Eliminated Week 2,11,5.0,4.0,4.0,,6.0,5.0,6.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,2.0,False,4.333333333333333,13.0,207.0,0.06280193236714976,0.0,0.0,87.3331,0.0,,,0.0,,5.666666666666667,17.0,216.0,0.0787037037037037,0.0,0.0,214.0,0.0,0.0,0.0,206.0,0.0,0.0,0.0,194.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,188.5,0.0,0.0,0.0,130.0,0.0,0.0,0.0,117.5,0.0,Adult,Domestic
Romeo,Chelsie Hightower,Singer/Rapper,Louisiana,United States,21,12,Eliminated Week 8,5,7.0,6.0,6.0,,7.0,8.0,8.0,,7.0,6.0,7.0,,7.0,8.0,8.0,,9.0,8.0,9.0,,10.0,9.0,9.0,,7.5,8.0,7.0,7.5,8.5,9.0,8.5,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,8.0,False,6.333333333333333,19.0,207.0,0.09178743961352658,0.0,0.0,87.3331,0.0,,,0.0,,7.666666666666667,23.0,216.0,0.10648148148148148,6.666666666666667,20.0,214.0,0.09345794392523364,7.666666666666667,23.0,206.0,0.11165048543689321,8.666666666666666,26.0,194.0,0.13402061855670103,9.333333333333334,28.0,180.0,0.15555555555555556,7.5,30.0,188.5,0.15915119363395225,8.666666666666666,26.0,130.0,0.2,0.0,0.0,117.5,0.0,Young,Domestic
Wendy Williams,Tony Dovolani,Tv Personality,New Jersey,United States,46,12,Eliminated Week 3,10,5.0,4.0,5.0,,6.0,5.0,6.0,,5.0,5.0,5.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,3.0,False,4.666666666666667,14.0,207.0,0.06763285024154589,0.0,0.0,87.3331,0.0,,,0.0,,5.666666666666667,17.0,216.0,0.0787037037037037,5.0,15.0,214.0,0.07009345794392523,0.0,0.0,206.0,0.0,0.0,0.0,194.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,188.5,0.0,0.0,0.0,130.0,0.0,0.0,0.0,117.5,0.0,Middle-Aged,Domestic
Kendra Wilkinson,Louis van Amstel,Tv Personality,California,United States,25,12,Eliminated Week 7,6,6.0,6.0,6.0,,7.0,6.0,6.0,,8.0,7.0,8.0,,6.0,6.0,6.0,,8.0,7.0,7.0,,8.0,8.0,9.0,,7.5,7.5,7.5,8.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,7.0,False,6.0,18.0,207.0,0.08695652173913043,0.0,0.0,87.3331,0.0,,,0.0,,6.333333333333333,19.0,216.0,0.08796296296296297,7.666666666666667,23.0,214.0,0.10747663551401869,6.0,18.0,206.0,0.08737864077669903,7.333333333333333,22.0,194.0,0.1134020618556701,8.333333333333334,25.0,180.0,0.1388888888888889,7.625,30.5,188.5,0.16180371352785147,0.0,0.0,130.0,0.0,0.0,0.0,117.5,0.0,Young,Domestic
Elisabetta Canalis,Valentin Chmerkovskiy,Actor/Actress,,Italy,33,13,Eliminated Week 2,11,5.0,5.0,5.0,,7.0,7.0,7.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,2.0,False,5.0,15.0,217.0,0.06912442396313365,0.0,0.0,84.49959999999999,0.0,,,0.0,,7.0,21.0,223.0,0.09417040358744394,0.0,0.0,237.0,0.0,0.0,0.0,209.0,0.0,0.0,0.0,188.0,0.0,0.0,0.0,166.0,0.0,0.0,0.0,146.5,0.0,0.0,0.0,129.5,0.0,0.0,0.0,118.49949999999998,0.0,Adult,International
David Arquette,Kym Johnson,Actor/Actress,Virginia,United States,40,13,Eliminated Week 7,6,6.0,6.0,6.0,,6.0,6.0,6.0,,8.0,8.0,8.0,,8.0,7.0,8.0,,8.0,9.0,8.0,,8.0,7.0,8.0,,8.0,7.5,8.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,7.0,False,6.0,18.0,217.0,0.08294930875576037,0.0,0.0,84.49959999999999,0.0,,,0.0,,6.0,18.0,223.0,0.08071748878923767,8.0,24.0,237.0,0.10126582278481013,7.666666666666667,23.0,209.0,0.11004784688995216,8.333333333333334,25.0,188.0,0.13297872340425532,7.666666666666667,23.0,166.0,0.13855421686746988,7.833333333333333,23.5,146.5,0.16040955631399317,0.0,0.0,129.5,0.0,0.0,0.0,118.49949999999998,0.0,Adult,Domestic
Ricki Lake,Derek Hough,Actor/Actress,New York,United States,42,13,3rd Place,3,7.0,6.0,7.0,,8.0,7.0,8.0,,9.0,9.0,9.0,,10.0,9.0,10.0,,8.0,8.0,8.0,,10.0,9.0,10.0,,9.0,8.5,9.0,,8.5,8.5,9.0,,10.8333,11.3333,11.3333,,9.3333,9.3333,9.3333,,,,,,,False,6.666666666666667,20.0,217.0,0.09216589861751152,9.3333,27.999899999999997,84.49959999999999,0.33136133188796163,,,0.0,,7.666666666666667,23.0,223.0,0.1031390134529148,9.0,27.0,237.0,0.11392405063291139,9.666666666666666,29.0,209.0,0.13875598086124402,8.0,24.0,188.0,0.1276595744680851,9.666666666666666,29.0,166.0,0.1746987951807229,8.833333333333334,26.5,146.5,0.18088737201365188,8.666666666666666,26.0,129.5,0.20077220077220076,11.166633333333332,33.4999,118.49949999999998,0.28270077088932866,Middle-Aged,Domestic
J.R. Martinez,Karina Smirnoff,Actor/Actress,Louisiana,United States,28,13,1st Place,1,8.0,7.0,7.0,,7.0,7.0,8.0,,9.0,8.0,9.0,,8.0,9.0,9.0,,9.0,9.0,10.0,,10.0,9.0,10.0,,8.5,7.5,8.0,,10.0,10.0,10.0,,9.5,9.0,9.5,,9.3333,9.1666,9.6666,,,,,,,False,7.333333333333333,22.0,217.0,0.10138248847926268,9.388833333333332,28.1665,84.49959999999999,0.33333293885414844,,,0.0,,7.333333333333333,22.0,223.0,0.09865470852017937,8.666666666666666,26.0,237.0,0.10970464135021098,8.666666666666666,26.0,209.0,0.12440191387559808,9.333333333333334,28.0,188.0,0.14893617021276595,9.666666666666666,29.0,166.0,0.1746987951807229,8.0,24.0,146.5,0.16382252559726962,10.0,30.0,129.5,0.23166023166023167,9.333333333333334,28.0,118.49949999999998,0.23628791682665332,Adult,Domestic
Metta World Peace (Ron),Peta Murgatroyd,Athlete,New York,United States,31,13,Eliminated Week 1,12,5.0,4.0,5.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,1.0,False,4.666666666666667,14.0,217.0,0.06451612903225806,0.0,0.0,84.49959999999999,0.0,,,0.0,,0.0,0.0,223.0,0.0,0.0,0.0,237.0,0.0,0.0,0.0,209.0,0.0,0.0,0.0,188.0,0.0,0.0,0.0,166.0,0.0,0.0,0.0,146.5,0.0,0.0,0.0,129.5,0.0,0.0,0.0,118.49949999999998,0.0,Adult,Domestic
Hope Solo,Maksim Chmerkoskiy,Athlete,Washington,United States,30,13,Eliminated Week 9,4,7.0,7.0,7.0,,6.0,7.0,6.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,7.0,6.0,7.0,,8.5,8.0,8.5,,8.5,9.0,8.5,,8.1666,8.1666,8.1666,,0.0,0.0,0.0,,,,,,9.0,False,7.0,21.0,217.0,0.0967741935483871,0.0,0.0,84.49959999999999,0.0,,,0.0,,6.333333333333333,19.0,223.0,0.08520179372197309,8.0,24.0,237.0,0.10126582278481013,8.0,24.0,209.0,0.11483253588516747,8.0,24.0,188.0,0.1276595744680851,6.666666666666667,20.0,166.0,0.12048192771084337,8.333333333333334,25.0,146.5,0.17064846416382254,8.666666666666666,26.0,129.5,0.20077220077220076,8.1666,24.4998,118.49949999999998,0.20675023945248716,Adult,Domestic
Chynna Phillips,Tony Dovolani,Singer/Rapper,California,United States,43,13,Eliminated Week 4,9,8.0,7.0,7.0,,7.0,7.0,7.0,,8.0,9.0,9.0,,7.0,7.0,7.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,4.0,False,7.333333333333333,22.0,217.0,0.10138248847926268,0.0,0.0,84.49959999999999,0.0,,,0.0,,7.0,21.0,223.0,0.09417040358744394,8.666666666666666,26.0,237.0,0.10970464135021098,7.0,21.0,209.0,0.10047846889952153,0.0,0.0,188.0,0.0,0.0,0.0,166.0,0.0,0.0,0.0,146.5,0.0,0.0,0.0,129.5,0.0,0.0,0.0,118.49949999999998,0.0,Middle-Aged,Domestic
Kristin Cavallari,Mark Ballas,Tv Personality,Colorado,United States,24,13,Eliminated Week 3,10,7.0,6.0,6.0,,8.0,7.0,7.0,,8.0,8.0,8.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,3.0,False,6.333333333333333,19.0,217.0,0.08755760368663594,0.0,0.0,84.49959999999999,0.0,,,0.0,,7.333333333333333,22.0,223.0,0.09865470852017937,8.0,24.0,237.0,0.10126582278481013,0.0,0.0,209.0,0.0,0.0,0.0,188.0,0.0,0.0,0.0,166.0,0.0,0.0,0.0,146.5,0.0,0.0,0.0,129.5,0.0,0.0,0.0,118.49949999999998,0.0,Young,Domestic
Carson Kressley,Anna Trebunskaya,Tv Personality,Pennsylvania,United States,41,13,Eliminated Week 5,8,6.0,5.0,6.0,,6.0,6.0,6.0,,8.0,7.0,8.0,,7.0,6.0,7.0,,6.0,6.0,7.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,5.0,False,5.666666666666667,17.0,217.0,0.07834101382488479,0.0,0.0,84.49959999999999,0.0,,,0.0,,6.0,18.0,223.0,0.08071748878923767,7.666666666666667,23.0,237.0,0.0970464135021097,6.666666666666667,20.0,209.0,0.09569377990430622,6.333333333333333,19.0,188.0,0.10106382978723404,0.0,0.0,166.0,0.0,0.0,0.0,146.5,0.0,0.0,0.0,129.5,0.0,0.0,0.0,118.49949999999998,0.0,Middle-Aged,Domestic
Chaz Bono,Lacey Schwimmer,Tv Personality,California,United States,42,13,Eliminated Week 6,7,6.0,5.0,6.0,,6.0,5.0,6.0,,6.0,6.0,6.0,,7.0,7.0,7.0,,7.0,7.0,7.0,,7.0,6.0,6.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,6.0,False,5.666666666666667,17.0,217.0,0.07834101382488479,0.0,0.0,84.49959999999999,0.0,,,0.0,,5.666666666666667,17.0,223.0,0.07623318385650224,6.0,18.0,237.0,0.0759493670886076,7.0,21.0,209.0,0.10047846889952153,7.0,21.0,188.0,0.11170212765957446,6.333333333333333,19.0,166.0,0.1144578313253012,0.0,0.0,146.5,0.0,0.0,0.0,129.5,0.0,0.0,0.0,118.49949999999998,0.0,Middle-Aged,Domestic
Nancy Grace,Tristan MacManus,Tv Personality,Georgia,United States,51,13,Eliminated Week 8,5,5.0,5.0,6.0,,6.0,8.0,7.0,,7.0,7.0,7.0,,7.0,7.0,7.0,,7.0,7.0,8.0,,9.0,7.0,8.0,,7.5,7.0,7.5,,7.5,7.0,7.5,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,8.0,False,5.333333333333333,16.0,217.0,0.07373271889400922,0.0,0.0,84.49959999999999,0.0,,,0.0,,7.0,21.0,223.0,0.09417040358744394,7.0,21.0,237.0,0.08860759493670886,7.0,21.0,209.0,0.10047846889952153,7.333333333333333,22.0,188.0,0.11702127659574468,8.0,24.0,166.0,0.14457831325301204,7.333333333333333,22.0,146.5,0.15017064846416384,7.333333333333333,22.0,129.5,0.16988416988416988,0.0,0.0,118.49949999999998,0.0,Middle-Aged,Domestic
Rob Kardashian,Cheryl Burke,Tv Personality,California,United States,24,13,2nd Place,2,6.0,5.0,5.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,9.0,8.0,8.0,,8.0,7.0,7.0,,9.0,8.0,8.5,,8.5,8.5,8.5,,11.1666,10.6666,10.6666,,9.4444,9.4444,9.4444,,,,,,,False,5.333333333333333,16.0,217.0,0.07373271889400922,9.4444,28.333199999999998,84.49959999999999,0.33530572925789,,,0.0,,7.0,21.0,223.0,0.09417040358744394,8.0,24.0,237.0,0.10126582278481013,8.0,24.0,209.0,0.11483253588516747,8.333333333333334,25.0,188.0,0.13297872340425532,7.333333333333333,22.0,166.0,0.13253012048192772,8.5,25.5,146.5,0.17406143344709898,8.5,25.5,129.5,0.1969111969111969,10.833266666666667,32.4998,118.49949999999998,0.27426107283153095,Young,Domestic
William Levy,Cheryl Burke,Actor/Actress,,Cuba,31,14,3rd Place,3,8.0,8.0,8.0,,9.0,7.0,9.0,,9.0,9.0,10.0,,7.0,7.0,8.0,,10.0,9.0,10.0,,12.0,11.0,13.0,,9.0,8.5,9.0,,9.5,9.5,9.5,,9.5,9.5,10.0,,10.0,9.6666,10.0,,,,,,,False,8.0,24.0,270.0,0.08888888888888889,9.888866666666667,29.666600000000003,89.3332,0.33208930162582334,,,0.0,,8.333333333333334,25.0,269.0,0.09293680297397769,9.333333333333334,28.0,280.0,0.1,7.333333333333333,22.0,233.0,0.0944206008583691,9.666666666666666,29.0,224.0,0.12946428571428573,12.0,36.0,257.99929999999995,0.13953526230497526,8.833333333333334,26.5,183.5,0.1444141689373297,9.5,28.5,163.5,0.1743119266055046,9.666666666666666,29.0,115.0,0.25217391304347825,Adult,International
Jack Wagner,Anna Trebunskaya,Actor/Actress,Missouri,United States,52,14,Eliminated Week 3,11,8.0,7.0,8.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,3.0,False,7.666666666666667,23.0,270.0,0.08518518518518518,0.0,0.0,89.3332,0.0,,,0.0,,7.0,21.0,269.0,0.07806691449814127,8.0,24.0,280.0,0.08571428571428572,0.0,0.0,233.0,0.0,0.0,0.0,224.0,0.0,0.0,0.0,257.99929999999995,0.0,0.0,0.0,183.5,0.0,0.0,0.0,163.5,0.0,0.0,0.0,115.0,0.0,Middle-Aged,Domestic
Sherri Sheperd,Valentin Chmerkovskiy,Actor/Actress,Illinois,United States,44,14,Eliminated Week 4,10,8.0,7.0,8.0,,8.0,7.0,8.0,,8.0,8.0,8.0,,7.0,7.0,7.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,4.0,False,7.666666666666667,23.0,270.0,0.08518518518518518,0.0,0.0,89.3332,0.0,,,0.0,,7.666666666666667,23.0,269.0,0.08550185873605948,8.0,24.0,280.0,0.08571428571428572,7.0,21.0,233.0,0.09012875536480687,0.0,0.0,224.0,0.0,0.0,0.0,257.99929999999995,0.0,0.0,0.0,183.5,0.0,0.0,0.0,163.5,0.0,0.0,0.0,115.0,0.0,Middle-Aged,Domestic
Jaleel White,Kym Johnson,Actor/Actress,California,United States,35,14,Eliminated Week 7,7,9.0,8.0,9.0,,7.0,7.0,8.0,,9.0,8.0,8.0,,8.0,7.0,7.0,,8.0,8.0,8.0,,12.6666,11.6666,12.6666,,9.0,8.0,8.5,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,7.0,False,8.666666666666666,26.0,270.0,0.0962962962962963,0.0,0.0,89.3332,0.0,,,0.0,,7.333333333333333,22.0,269.0,0.08178438661710037,8.333333333333334,25.0,280.0,0.08928571428571429,7.333333333333333,22.0,233.0,0.0944206008583691,8.0,24.0,224.0,0.10714285714285714,12.333266666666667,36.9998,257.99929999999995,0.1434104666175451,8.5,25.5,183.5,0.13896457765667575,0.0,0.0,163.5,0.0,0.0,0.0,115.0,0.0,Adult,Domestic
Roshon Fegan,Chelsie Hightower,Actor/Actress,California,United States,20,14,Eliminated Week 8,6,8.0,7.0,8.0,,9.0,8.0,9.0,,8.0,8.0,9.0,,9.0,8.0,9.0,,9.0,8.0,9.0,,8.6666,9.6666,9.6666,,9.5,8.0,8.5,,9.5,9.0,9.5,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,8.0,False,7.666666666666667,23.0,270.0,0.08518518518518518,0.0,0.0,89.3332,0.0,,,0.0,,8.666666666666666,26.0,269.0,0.09665427509293681,8.333333333333334,25.0,280.0,0.08928571428571429,8.666666666666666,26.0,233.0,0.11158798283261803,8.666666666666666,26.0,224.0,0.11607142857142858,9.333266666666667,27.9998,257.99929999999995,0.1085266510413013,8.666666666666666,26.0,183.5,0.14168937329700274,9.333333333333334,28.0,163.5,0.1712538226299694,0.0,0.0,115.0,0.0,Young,Domestic
Melissa Gilbert,Maksim Chmerkoskiy,Actor/Actress,California,United States,47,14,Eliminated Week 8,5,7.0,6.0,7.0,,7.0,6.0,7.0,,8.0,8.0,8.0,,7.0,8.0,7.0,,7.0,7.0,7.0,,10.0,10.0,10.0,,8.0,7.5,8.0,,8.5,8.5,8.5,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,8.0,False,6.666666666666667,20.0,270.0,0.07407407407407407,0.0,0.0,89.3332,0.0,,,0.0,,6.666666666666667,20.0,269.0,0.07434944237918216,8.0,24.0,280.0,0.08571428571428572,7.333333333333333,22.0,233.0,0.0944206008583691,7.0,21.0,224.0,0.09375,10.0,30.0,257.99929999999995,0.11627938525414606,7.833333333333333,23.5,183.5,0.12806539509536785,8.5,25.5,163.5,0.1559633027522936,0.0,0.0,115.0,0.0,Middle-Aged,Domestic
