Season,Week,Rule_Used,Contestant,Judge_Score,Est_Fan_Vote,Uncertainty,Status
25,3,PERCENT,Sasha Pieterse,19.0,0.0838,0.0588,Safe
25,3,PERCENT,Frankie Muniz,21.0,0.1084,0.0721,Safe
25,3,PERCENT,Jordan Fisher,25.0,0.0904,0.066,Safe
25,3,PERCENT,Derek Fisher,21.0,0.0834,0.0557,Safe
25,3,PERCENT,Nikki Bella,21.0,0.0957,0.0701,Safe
25,3,PERCENT,Terrell Owens,21.0,0.0979,0.0711,Safe
25,3,PERCENT,Victoria Arlen,22.0,0.0965,0.0634,Safe
25,3,PERCENT,Lindsey Stirling,27.0,0.0812,0.0635,Safe
25,3,PERCENT,Nick Lachey,21.0,0.0731,0.0568,Safe
25,3,PERCENT,Drew Scott,23.0,0.0886,0.0617,Safe
25,3,PERCENT,Vanessa Lachey,23.0,0.1011,0.0682,Safe
25,4,PERCENT,Sasha Pieterse,24.0,0.1015,0.0653,Safe
25,4,PERCENT,Frankie Muniz,24.0,0.111,0.0706,Safe
25,4,PERCENT,Jordan Fisher,29.0,0.0835,0.0609,Safe
25,4,PERCENT,Derek Fisher,23.0,0.0136,0.0106,Eliminated
25,4,PERCENT,Nikki Bella,24.0,0.0958,0.069,Safe
25,4,PERCENT,Terrell Owens,24.0,0.1035,0.0685,Safe
25,4,PERCENT,Victoria Arlen,27.0,0.0942,0.0673,Safe
25,4,PERCENT,Lindsey Stirling,26.0,0.0914,0.063,Safe
25,4,PERCENT,Nick Lachey,22.0,0.1041,0.0587,Safe
25,4,PERCENT,Drew Scott,24.0,0.0982,0.0644,Safe
25,4,PERCENT,Vanessa Lachey,24.0,0.1033,0.0613,Safe
25,5,PERCENT,Sasha Pieterse,24.0,0.0161,0.0123,Eliminated
25,5,PERCENT,Frankie Muniz,29.0,0.1141,0.0872,Safe
25,5,PERCENT,Jordan Fisher,30.0,0.1137,0.0828,Safe
25,5,PERCENT,Nikki Bella,27.0,0.0834,0.0576,Safe
25,5,PERCENT,Terrell Owens,25.0,0.1405,0.0796,Safe
25,5,PERCENT,Victoria Arlen,27.0,0.1023,0.0689,Safe
25,5,PERCENT,Lindsey Stirling,28.0,0.0805,0.0586,Safe
25,5,PERCENT,Nick Lachey,22.0,0.1052,0.0647,Safe
25,5,PERCENT,Drew Scott,25.0,0.1365,0.0763,Safe
25,5,PERCENT,Vanessa Lachey,24.0,0.1077,0.0667,Safe
25,6,PERCENT,Frankie Muniz,31.0,0.1031,0.0729,Safe
25,6,PERCENT,Jordan Fisher,39.0,0.1061,0.0763,Safe
25,6,PERCENT,Nikki Bella,36.0,0.1118,0.0882,Safe
25,6,PERCENT,Terrell Owens,37.0,0.1213,0.0895,Safe
25,6,PERCENT,Victoria Arlen,31.0,0.1223,0.0691,Safe
25,6,PERCENT,Lindsey Stirling,40.0,0.1562,0.1,Safe
25,6,PERCENT,Nick Lachey,26.0,0.0245,0.0179,Eliminated
25,6,PERCENT,Drew Scott,30.0,0.1439,0.0983,Safe
25,6,PERCENT,Vanessa Lachey,36.0,0.1109,0.0701,Safe
25,7,PERCENT,Frankie Muniz,30.0,0.1231,0.0759,Safe
25,7,PERCENT,Jordan Fisher,27.0,0.1416,0.0989,Safe
25,7,PERCENT,Nikki Bella,24.0,0.0257,0.0189,Eliminated
25,7,PERCENT,Terrell Owens,24.5,0.1576,0.0904,Safe
25,7,PERCENT,Victoria Arlen,28.5,0.1748,0.1095,Safe
25,7,PERCENT,Lindsey Stirling,25.5,0.1324,0.0843,Safe
25,7,PERCENT,Drew Scott,28.5,0.1367,0.0757,Safe
25,7,PERCENT,Vanessa Lachey,27.0,0.1081,0.0698,Safe
25,8,PERCENT,Frankie Muniz,26.5,0.1934,0.1095,Safe
25,8,PERCENT,Jordan Fisher,30.0,0.1807,0.1251,Safe
25,8,PERCENT,Terrell Owens,25.5,0.0377,0.0281,Eliminated
25,8,PERCENT,Victoria Arlen,24.0,0.2222,0.1149,Safe
25,8,PERCENT,Lindsey Stirling,27.0,0.1667,0.0797,Safe
25,8,PERCENT,Drew Scott,23.5,0.1994,0.0976,Safe
25,9,PERCENT,Frankie Muniz,25.5,0.2114,0.1128,Safe
25,9,PERCENT,Jordan Fisher,29.0,0.2545,0.1425,Safe
25,9,PERCENT,Victoria Arlen,28.0,0.0415,0.0309,Eliminated
25,9,PERCENT,Lindsey Stirling,28.5,0.2522,0.1467,Safe
25,9,PERCENT,Drew Scott,24.0,0.2404,0.1274,Safe
25,10,PERCENT,Frankie Muniz,38.8887,0.2408,0.1274,Safe
25,10,PERCENT,Jordan Fisher,40.0,0.066,0.0489,Eliminated
25,10,PERCENT,Lindsey Stirling,40.0,0.31,0.1717,Safe
25,10,PERCENT,Drew Scott,37.5,0.3832,0.2136,Safe
26,1,PERCENT,Jamie Anderson,19.0,0.1237,0.0771,Safe
26,1,PERCENT,Johnny Damon,18.0,0.0186,0.0143,Eliminated
26,1,PERCENT,Kareem Abdul-Jabbar,17.0,0.1297,0.0751,Safe
26,1,PERCENT,Arike Ogunbowale,20.0,0.1154,0.0766,Safe
26,1,PERCENT,Jennie Finch Daigle,21.0,0.1055,0.0698,Safe
26,1,PERCENT,Chris Mazdzer,21.0,0.0785,0.0496,Safe
26,1,PERCENT,Mirai Nagasu,23.0,0.0919,0.0648,Safe
26,1,PERCENT,Tonya Harding,23.0,0.11,0.077,Safe
26,1,PERCENT,Josh Norman,24.0,0.1121,0.0692,Safe
26,1,PERCENT,Adam Rippon,24.0,0.1145,0.0783,Safe
26,2,PERCENT,Kareem Abdul-Jabbar,29.5,0.0279,0.02,Eliminated
26,2,PERCENT,Arike Ogunbowale,35.0,0.0814,0.053,Safe
26,2,PERCENT,Jennie Finch Daigle,31.5,0.1916,0.1077,Safe
26,2,PERCENT,Chris Mazdzer,33.0,0.1529,0.0888,Safe
26,2,PERCENT,Mirai Nagasu,37.0,0.1331,0.0932,Safe
26,2,PERCENT,Tonya Harding,33.0,0.1397,0.0897,Safe
26,2,PERCENT,Josh Norman,31.5,0.1409,0.0865,Safe
26,2,PERCENT,Adam Rippon,37.0,0.1325,0.0878,Safe
26,3,PERCENT,Jennie Finch Daigle,29.0,0.0439,0.0307,Eliminated
26,3,PERCENT,Chris Mazdzer,33.0,0.1754,0.121,Safe
26,3,PERCENT,Mirai Nagasu,35.0,0.1751,0.1155,Safe
26,3,PERCENT,Tonya Harding,35.0,0.1914,0.1165,Safe
26,3,PERCENT,Josh Norman,38.0,0.1656,0.0952,Safe
26,3,PERCENT,Adam Rippon,41.0,0.2486,0.1716,Safe
26,4,PERCENT,Tonya Harding,28.0,0.5023,0.1878,Safe
26,4,PERCENT,Josh Norman,28.5,0.3918,0.1844,Safe
26,4,PERCENT,Adam Rippon,29.0,0.1059,0.0789,Eliminated
27,1,PERCENT,Juan Pablo Di Pace,22.0,0.0965,0.0654,Safe
27,1,PERCENT,Evanna Lynch,18.0,0.0705,0.0487,Safe
27,1,PERCENT,Nancy McKeon,19.5,0.0913,0.0561,Safe
27,1,PERCENT,John Schneider,18.0,0.0889,0.059,Safe
27,1,PERCENT,Milo Manheim,20.0,0.0791,0.054,Safe
27,1,PERCENT,Danelle Umstead,18.0,0.0749,0.0467,Safe
27,1,PERCENT,Mary Lou Retton,20.0,0.0678,0.0421,Safe
27,1,PERCENT,DeMarcus Ware,23.0,0.0903,0.0593,Safe
27,1,PERCENT,Nikki Glaser,17.5,0.0111,0.0087,Eliminated
27,1,PERCENT,Bobby Bones,20.0,0.0887,0.0595,Safe
27,1,PERCENT,Tinashe,23.0,0.0803,0.0589,Safe
27,1,PERCENT,Alexis Ren,22.0,0.0703,0.047,Safe
27,1,PERCENT,Joe Amabile,14.0,0.0902,0.0528,Safe
27,2,PERCENT,Juan Pablo Di Pace,26.0,0.081,0.0649,Safe
27,2,PERCENT,Evanna Lynch,24.0,0.09,0.0628,Safe
27,2,PERCENT,Nancy McKeon,20.5,0.0796,0.0533,Safe
27,2,PERCENT,John Schneider,21.5,0.0952,0.0595,Safe
27,2,PERCENT,Milo Manheim,26.0,0.0793,0.0574,Safe
27,2,PERCENT,Danelle Umstead,18.5,0.0157,0.011,Eliminated
27,2,PERCENT,Mary Lou Retton,23.0,0.1001,0.0699,Safe
27,2,PERCENT,DeMarcus Ware,23.5,0.0788,0.0544,Safe
27,2,PERCENT,Bobby Bones,19.5,0.1114,0.0664,Safe
27,2,PERCENT,Tinashe,26.0,0.0715,0.0557,Safe
27,2,PERCENT,Alexis Ren,24.5,0.0955,0.0689,Safe
27,2,PERCENT,Joe Amabile,17.5,0.1019,0.0649,Safe
27,3,PERCENT,Juan Pablo Di Pace,30.0,0.0867,0.0577,Safe
27,3,PERCENT,Evanna Lynch,27.0,0.1009,0.0655,Safe
27,3,PERCENT,Nancy McKeon,22.0,0.0145,0.01,Eliminated
27,3,PERCENT,John Schneider,21.0,0.0979,0.0611,Safe
27,3,PERCENT,Milo Manheim,27.0,0.086,0.0603,Safe
27,3,PERCENT,Mary Lou Retton,24.0,0.0774,0.0518,Safe
27,3,PERCENT,DeMarcus Ware,26.0,0.1353,0.0842,Safe
27,3,PERCENT,Bobby Bones,23.0,0.0899,0.0601,Safe
27,3,PERCENT,Tinashe,27.0,0.0867,0.0614,Safe
27,3,PERCENT,Alexis Ren,26.0,0.1055,0.0853,Safe
27,3,PERCENT,Joe Amabile,18.0,0.1192,0.0636,Safe
27,4,PERCENT,Juan Pablo Di Pace,24.0,0.1228,0.0746,Safe
27,4,PERCENT,Evanna Lynch,24.0,0.0974,0.0593,Safe
27,4,PERCENT,John Schneider,21.0,0.0906,0.0447,Safe
27,4,PERCENT,Milo Manheim,29.0,0.0762,0.0451,Safe
27,4,PERCENT,Mary Lou Retton,26.0,0.0948,0.0534,Safe
27,4,PERCENT,DeMarcus Ware,22.0,0.1035,0.0493,Safe
27,4,PERCENT,Bobby Bones,20.0,0.1311,0.0808,Safe
27,4,PERCENT,Tinashe,26.0,0.0109,0.0088,Eliminated
27,4,PERCENT,Alexis Ren,25.0,0.1045,0.0592,Safe
27,4,PERCENT,Joe Amabile,15.0,0.1681,0.0718,Safe
27,5,PERCENT,Juan Pablo Di Pace,29.0,0.1252,0.0872,Safe
27,5,PERCENT,Evanna Lynch,24.0,0.1276,0.0865,Safe
27,5,PERCENT,John Schneider,24.0,0.0987,0.0809,Safe
27,5,PERCENT,Milo Manheim,27.0,0.1083,0.0826,Safe
27,5,PERCENT,Mary Lou Retton,25.0,0.1053,0.0753,Safe
27,5,PERCENT,DeMarcus Ware,26.0,0.1126,0.0803,Safe
27,5,PERCENT,Bobby Bones,21.0,0.0974,0.0729,Safe
27,5,PERCENT,Alexis Ren,29.0,0.1226,0.089,Safe
27,5,PERCENT,Joe Amabile,17.0,0.1022,0.0643,Safe
27,6,PERCENT,Juan Pablo Di Pace,30.0,0.1379,0.0973,Safe
27,6,PERCENT,Evanna Lynch,29.0,0.1064,0.075,Safe
27,6,PERCENT,John Schneider,19.0,0.1597,0.0803,Safe
27,6,PERCENT,Milo Manheim,30.0,0.1175,0.0781,Safe
27,6,PERCENT,Mary Lou Retton,24.0,0.0186,0.0144,Eliminated
27,6,PERCENT,DeMarcus Ware,26.0,0.1358,0.0751,Safe
27,6,PERCENT,Bobby Bones,22.0,0.1301,0.0776,Safe
27,6,PERCENT,Alexis Ren,27.0,0.0928,0.0595,Safe
27,6,PERCENT,Joe Amabile,22.0,0.1012,0.0504,Safe
27,7,PERCENT,Juan Pablo Di Pace,28.0,0.1139,0.0701,Safe
27,7,PERCENT,Evanna Lynch,29.5,0.1089,0.0778,Safe
27,7,PERCENT,John Schneider,27.0,0.1642,0.0973,Safe
27,7,PERCENT,Milo Manheim,29.0,0.1383,0.0991,Safe
27,7,PERCENT,DeMarcus Ware,26.5,0.0212,0.018,Eliminated
27,7,PERCENT,Bobby Bones,26.5,0.1501,0.0912,Safe
27,7,PERCENT,Alexis Ren,27.5,0.1298,0.0712,Safe
27,7,PERCENT,Joe Amabile,23.5,0.1736,0.105,Safe
27,8,PERCENT,Juan Pablo Di Pace,30.0,0.1627,0.0977,Safe
27,8,PERCENT,Evanna Lynch,29.0,0.1673,0.107,Safe
27,8,PERCENT,Milo Manheim,27.5,0.2429,0.1408,Safe
27,8,PERCENT,Bobby Bones,22.5,0.1981,0.1093,Safe
27,8,PERCENT,Alexis Ren,29.0,0.1806,0.1097,Safe
27,8,PERCENT,Joe Amabile,23.0,0.0484,0.033,Eliminated
27,9,PERCENT,Evanna Lynch,30.0,0.4001,0.2225,Safe
27,9,PERCENT,Milo Manheim,30.0,0.208,0.1147,Safe
27,9,PERCENT,Bobby Bones,27.0,0.3259,0.1658,Safe
27,9,PERCENT,Alexis Ren,28.5,0.066,0.0496,Eliminated
28,1,RANK,Kate Flannery,15.0,0.0773,0.0582,Safe
28,1,RANK,James Van Der Beek,21.0,0.0841,0.0611,Safe
28,1,RANK,Kel Mitchell,16.0,0.0784,0.0569,Safe
28,1,RANK,Ray Lewis,15.0,0.0769,0.0629,Safe
28,1,RANK,Lamar Odom,11.0,0.0891,0.0595,Safe
28,1,RANK,Sailor Brinkley-Cook,18.0,0.0765,0.0573,Safe
28,1,RANK,Sean Spicer,12.0,0.0969,0.071,Safe
28,1,RANK,Mary Wilson,17.0,0.1025,0.0757,Safe
28,1,RANK,Lauren Alaina,19.0,0.0864,0.0632,Safe
28,1,RANK,Ally Brooke,16.0,0.0747,0.0523,Safe
28,1,RANK,Karamo Brown,17.0,0.071,0.055,Safe
28,1,RANK,Hannah Brown,20.0,0.0862,0.0676,Safe
28,2,RANK,Kate Flannery,21.0,0.0891,0.0674,Safe
28,2,RANK,James Van Der Beek,20.0,0.0803,0.0551,Safe
28,2,RANK,Kel Mitchell,20.0,0.0834,0.0578,Safe
28,2,RANK,Ray Lewis,15.0,0.0891,0.0489,Safe
28,2,RANK,Lamar Odom,12.0,0.1067,0.049,Safe
28,2,RANK,Sailor Brinkley-Cook,18.0,0.0828,0.0541,Safe
28,2,RANK,Sean Spicer,16.0,0.0955,0.0663,Safe
28,2,RANK,Mary Wilson,15.0,0.0231,0.018,Eliminated
28,2,RANK,Lauren Alaina,19.0,0.0912,0.0687,Safe
28,2,RANK,Ally Brooke,20.0,0.0902,0.0627,Safe
28,2,RANK,Karamo Brown,19.0,0.0786,0.0604,Safe
28,2,RANK,Hannah Brown,24.0,0.0899,0.055,Safe
28,3,RANK,Kate Flannery,24.0,0.0921,0.0636,Safe
28,3,RANK,James Van Der Beek,23.0,0.0993,0.0628,Safe
28,3,RANK,Kel Mitchell,20.0,0.098,0.0731,Safe
28,3,RANK,Lamar Odom,12.0,0.101,0.0753,Safe
28,3,RANK,Sailor Brinkley-Cook,23.0,0.0921,0.0728,Safe
28,3,RANK,Sean Spicer,15.0,0.1038,0.0704,Safe
28,3,RANK,Lauren Alaina,20.0,0.11,0.0724,Safe
28,3,RANK,Ally Brooke,24.0,0.1132,0.0826,Safe
28,3,RANK,Karamo Brown,16.0,0.0874,0.0625,Safe
28,3,RANK,Hannah Brown,21.0,0.1031,0.0789,Safe
28,4,RANK,Kate Flannery,26.0,0.139,0.0796,Safe
28,4,RANK,James Van Der Beek,28.0,0.0936,0.0783,Safe
28,4,RANK,Kel Mitchell,32.0,0.1062,0.079,Safe
28,4,RANK,Lamar Odom,20.0,0.0462,0.037,Eliminated
28,4,RANK,Sailor Brinkley-Cook,31.0,0.1053,0.0756,Safe
28,4,RANK,Sean Spicer,21.0,0.1011,0.0661,Safe
28,4,RANK,Lauren Alaina,32.0,0.0791,0.0582,Safe
28,4,RANK,Ally Brooke,32.0,0.085,0.0778,Safe
28,4,RANK,Karamo Brown,28.0,0.118,0.0785,Safe
28,4,RANK,Hannah Brown,32.0,0.1266,0.0829,Safe
28,5,RANK,Kate Flannery,24.0,0.1244,0.0893,Safe
28,5,RANK,James Van Der Beek,26.0,0.1064,0.081,Safe
28,5,RANK,Kel Mitchell,26.0,0.0974,0.0773,Safe
28,5,RANK,Sailor Brinkley-Cook,24.0,0.1176,0.0937,Safe
28,5,RANK,Sean Spicer,19.0,0.1024,0.0783,Safe
28,5,RANK,Lauren Alaina,23.0,0.1149,0.0856,Safe
28,5,RANK,Ally Brooke,27.0,0.1128,0.0712,Safe
28,5,RANK,Karamo Brown,21.0,0.115,0.0792,Safe
28,5,RANK,Hannah Brown,25.0,0.1091,0.0836,Safe
28,6,RANK,Kate Flannery,27.0,0.1125,0.086,Safe
28,6,RANK,James Van Der Beek,27.0,0.1074,0.0744,Safe
28,6,RANK,Kel Mitchell,26.0,0.0956,0.0697,Safe
28,6,RANK,Sailor Brinkley-Cook,27.0,0.1344,0.0917,Eliminated
28,6,RANK,Sean Spicer,21.0,0.1016,0.073,Safe
28,6,RANK,Lauren Alaina,26.0,0.1122,0.0833,Safe
28,6,RANK,Ally Brooke,25.0,0.1126,0.0745,Safe
28,6,RANK,Karamo Brown,25.0,0.1169,0.0717,Safe
28,6,RANK,Hannah Brown,24.0,0.107,0.0808,Safe
28,7,RANK,Kate Flannery,24.0,0.1299,0.0732,Safe
28,7,RANK,James Van Der Beek,27.0,0.1025,0.0739,Safe
28,7,RANK,Kel Mitchell,25.5,0.1639,0.11,Safe
28,7,RANK,Sean Spicer,21.0,0.1882,0.1009,Safe
28,7,RANK,Lauren Alaina,27.0,0.1306,0.0998,Safe
28,7,RANK,Ally Brooke,27.0,0.1255,0.0757,Safe
28,7,RANK,Karamo Brown,24.5,0.0401,0.029,Eliminated
28,7,RANK,Hannah Brown,26.0,0.1193,0.0827,Safe
28,8,RANK,Kate Flannery,25.9998,0.0442,0.0347,Eliminated
28,8,RANK,James Van Der Beek,31.9998,0.1476,0.0914,Safe
28,8,RANK,Kel Mitchell,29.9998,0.1275,0.0823,Safe
28,8,RANK,Sean Spicer,20.0,0.2241,0.1104,Safe
28,8,RANK,Lauren Alaina,24.0,0.1454,0.0839,Safe
28,8,RANK,Ally Brooke,30.0,0.1525,0.0967,Safe
28,8,RANK,Hannah Brown,30.9998,0.1589,0.1152,Safe
28,9,RANK,James Van Der Beek,36.0,0.1538,0.1032,Safe
28,9,RANK,Kel Mitchell,37.0,0.1238,0.1063,Safe
28,9,RANK,Sean Spicer,25.0,0.085,0.0616,Eliminated
28,9,RANK,Lauren Alaina,35.0,0.1957,0.097,Safe
28,9,RANK,Ally Brooke,40.0,0.2138,0.1302,Safe
28,9,RANK,Hannah Brown,35.5,0.2278,0.1431,Safe
28,10,RANK,James Van Der Beek,25.5,0.1293,0.0803,Eliminated
28,10,RANK,Kel Mitchell,28.5,0.2717,0.1751,Safe
28,10,RANK,Lauren Alaina,27.0,0.2075,0.1147,Safe
28,10,RANK,Ally Brooke,29.5,0.1608,0.1556,Safe
28,10,RANK,Hannah Brown,27.0,0.2306,0.1498,Safe
28,11,RANK,Kel Mitchell,29.5,0.2562,0.1937,Safe
28,11,RANK,Lauren Alaina,28.5,0.1497,0.1108,Runner-up/Lost
28,11,RANK,Ally Brooke,30.0,0.2174,0.146,Safe
28,11,RANK,Hannah Brown,29.0,0.3767,0.1968,Safe
29,1,RANK,Anne Heche,18.0,0.0688,0.0494,Safe
29,1,RANK,Jesse Metcalfe,18.0,0.0675,0.0547,Safe
29,1,RANK,Chrishell Stause,13.0,0.0765,0.0556,Safe
29,1,RANK,Skai Jackson,21.0,0.0708,0.0509,Safe
29,1,RANK,Justina Machado,21.0,0.061,0.0461,Safe
29,1,RANK,Charles Oakley,12.0,0.0652,0.0509,Safe
29,1,RANK,Veron Davis,17.0,0.0571,0.0417,Safe
29,1,RANK,Johnny Weir,18.0,0.0696,0.0508,Safe
29,1,RANK,Nev Schulman,20.0,0.0658,0.0508,Safe
29,1,RANK,AJ McLean,18.0,0.0666,0.0475,Safe
29,1,RANK,Nelly,16.0,0.0637,0.0459,Safe
29,1,RANK,Kaitlyn Bristowe,20.0,0.063,0.0506,Safe
29,1,RANK,Carole Baskin,11.0,0.0601,0.0449,Safe
29,1,RANK,Monica Aldama,19.0,0.0734,0.0512,Safe
29,1,RANK,Jeannie Mai,18.0,0.0708,0.0503,Safe
29,2,RANK,Anne Heche,18.0,0.0692,0.05,Safe
29,2,RANK,Jesse Metcalfe,20.0,0.0603,0.0422,Safe
29,2,RANK,Chrishell Stause,18.0,0.0712,0.0497,Safe
29,2,RANK,Skai Jackson,15.0,0.0943,0.0511,Safe
29,2,RANK,Justina Machado,21.0,0.061,0.0444,Safe
29,2,RANK,Charles Oakley,15.0,0.0269,0.0194,Eliminated
29,2,RANK,Veron Davis,18.0,0.0595,0.0432,Safe
29,2,RANK,Johnny Weir,18.0,0.066,0.0467,Safe
29,2,RANK,Nev Schulman,21.0,0.0749,0.0557,Safe
29,2,RANK,AJ McLean,19.0,0.0498,0.0364,Safe
29,2,RANK,Nelly,18.0,0.0675,0.0524,Safe
29,2,RANK,Kaitlyn Bristowe,22.0,0.0686,0.0476,Safe
29,2,RANK,Carole Baskin,16.0,0.0779,0.0504,Safe
29,2,RANK,Monica Aldama,16.0,0.0802,0.0499,Safe
29,2,RANK,Jeannie Mai,18.0,0.0727,0.0521,Safe
29,3,RANK,Anne Heche,15.0,0.0933,0.0579,Safe
29,3,RANK,Jesse Metcalfe,20.0,0.0703,0.0527,Safe
29,3,RANK,Chrishell Stause,22.0,0.0655,0.0472,Safe
29,3,RANK,Skai Jackson,18.0,0.0864,0.0588,Safe
29,3,RANK,Justina Machado,19.0,0.0715,0.0447,Safe
29,3,RANK,Veron Davis,22.0,0.0826,0.0535,Safe
29,3,RANK,Johnny Weir,24.0,0.0637,0.0499,Safe
29,3,RANK,Nev Schulman,24.0,0.0764,0.0562,Safe
29,3,RANK,AJ McLean,21.0,0.0732,0.0513,Safe
29,3,RANK,Nelly,18.0,0.0735,0.0443,Safe
29,3,RANK,Kaitlyn Bristowe,23.0,0.0759,0.0515,Safe
29,3,RANK,Carole Baskin,12.0,0.0264,0.0182,Eliminated
29,3,RANK,Monica Aldama,21.0,0.0761,0.0456,Safe
29,3,RANK,Jeannie Mai,22.0,0.0651,0.0437,Safe
29,4,RANK,Anne Heche,21.0,0.0191,0.0159,Eliminated
29,4,RANK,Jesse Metcalfe,21.0,0.0966,0.0562,Safe
29,4,RANK,Chrishell Stause,22.0,0.0899,0.0591,Safe
29,4,RANK,Skai Jackson,28.0,0.0708,0.0488,Safe
29,4,RANK,Justina Machado,24.0,0.0744,0.0623,Safe
29,4,RANK,Veron Davis,22.0,0.0803,0.0691,Safe
29,4,RANK,Johnny Weir,24.0,0.0722,0.0516,Safe
29,4,RANK,Nev Schulman,24.0,0.0646,0.045,Safe
29,4,RANK,AJ McLean,24.0,0.0874,0.0721,Safe
29,4,RANK,Nelly,21.0,0.0923,0.0553,Safe
29,4,RANK,Kaitlyn Bristowe,25.0,0.0886,0.0749,Safe
29,4,RANK,Monica Aldama,24.0,0.0753,0.0579,Safe
29,4,RANK,Jeannie Mai,21.0,0.0885,0.0573,Safe
29,5,RANK,Jesse Metcalfe,19.0,0.0354,0.0258,Eliminated
29,5,RANK,Chrishell Stause,19.0,0.1123,0.0579,Safe
29,5,RANK,Skai Jackson,24.0,0.1039,0.0683,Safe
29,5,RANK,Justina Machado,24.0,0.0842,0.0623,Safe
29,5,RANK,Veron Davis,21.0,0.0933,0.0559,Safe
29,5,RANK,Johnny Weir,29.0,0.0869,0.0644,Safe
29,5,RANK,Nev Schulman,26.0,0.092,0.0759,Safe
29,5,RANK,AJ McLean,24.0,0.0656,0.0485,Safe
29,5,RANK,Nelly,24.0,0.0873,0.066,Safe
29,5,RANK,Kaitlyn Bristowe,27.0,0.0798,0.0596,Safe
29,5,RANK,Monica Aldama,26.0,0.0721,0.05,Safe
29,5,RANK,Jeannie Mai,24.0,0.0872,0.0603,Safe
29,6,RANK,Chrishell Stause,24.0,0.0901,0.0632,Safe
29,6,RANK,Skai Jackson,18.0,0.1186,0.0699,Safe
29,6,RANK,Justina Machado,27.0,0.0951,0.0727,Safe
29,6,RANK,Veron Davis,21.0,0.0313,0.0242,Eliminated
29,6,RANK,Johnny Weir,22.0,0.1074,0.0708,Safe
29,6,RANK,Nev Schulman,26.0,0.0686,0.053,Safe
29,6,RANK,AJ McLean,27.0,0.0993,0.0732,Safe
29,6,RANK,Nelly,24.0,0.093,0.0633,Safe
29,6,RANK,Kaitlyn Bristowe,27.0,0.107,0.0753,Safe
29,6,RANK,Monica Aldama,27.0,0.0907,0.0586,Safe
29,6,RANK,Jeannie Mai,25.0,0.0988,0.084,Safe
29,7,RANK,Chrishell Stause,26.0,0.0982,0.0777,Safe
29,7,RANK,Skai Jackson,27.0,0.1045,0.0656,Safe
29,7,RANK,Justina Machado,26.0,0.1015,0.0772,Safe
29,7,RANK,Johnny Weir,27.0,0.0819,0.06,Safe
29,7,RANK,Nev Schulman,30.0,0.1037,0.0647,Safe
29,7,RANK,AJ McLean,26.0,0.1041,0.0749,Safe
29,7,RANK,Nelly,27.0,0.1028,0.0736,Safe
29,7,RANK,Kaitlyn Bristowe,24.0,0.135,0.0775,Safe
29,7,RANK,Monica Aldama,22.0,0.0471,0.0322,Eliminated
29,7,RANK,Jeannie Mai,25.0,0.121,0.0774,Safe
29,8,RANK,Chrishell Stause,27.0,0.0337,0.0268,Eliminated
29,8,RANK,Skai Jackson,26.9998,0.171,0.0883,Safe
29,8,RANK,Justina Machado,28.9998,0.1081,0.0959,Safe
29,8,RANK,Johnny Weir,30.0,0.1128,0.0771,Safe
29,8,RANK,Nev Schulman,30.0,0.1387,0.0962,Safe
29,8,RANK,AJ McLean,27.0,0.1265,0.0677,Safe
29,8,RANK,Nelly,24.0,0.178,0.0637,Safe
29,8,RANK,Kaitlyn Bristowe,28.0,0.1312,0.0919,Safe
29,9,RANK,Skai Jackson,28.9998,0.1825,0.1375,Safe
29,9,RANK,Justina Machado,25.9998,0.1491,0.0892,Safe
29,9,RANK,Johnny Weir,30.0,0.1481,0.1068,Safe
29,9,RANK,Nev Schulman,28.9998,0.1036,0.075,Safe
29,9,RANK,AJ McLean,24.9998,0.069,0.0585,Eliminated
29,9,RANK,Nelly,24.0,0.2307,0.1321,Safe
29,9,RANK,Kaitlyn Bristowe,30.0,0.117,0.0824,Safe
29,10,RANK,Skai Jackson,28.5,0.1597,0.0973,Safe
29,10,RANK,Justina Machado,29.0,0.2078,0.1165,Safe
29,10,RANK,Johnny Weir,28.5,0.0453,0.0338,Eliminated
29,10,RANK,Nev Schulman,30.0,0.1735,0.1136,Safe
29,10,RANK,Nelly,28.0,0.2298,0.1102,Safe
29,10,RANK,Kaitlyn Bristowe,30.0,0.1838,0.1109,Safe
29,11,RANK,Justina Machado,30.0,0.0831,0.0526,Runner-up/Lost
29,11,RANK,Nev Schulman,30.0,0.2078,0.0857,Safe
29,11,RANK,Nelly,28.5,0.4645,0.1089,Safe
29,11,RANK,Kaitlyn Bristowe,30.0,0.2446,0.0875,Safe
30,1,RANK,Martin Kove,13.0,0.0625,0.0483,Safe
30,1,RANK,Brian Austin Green,24.0,0.0707,0.0532,Safe
30,1,RANK,Melora Hardin,26.0,0.0692,0.0521,Safe
30,1,RANK,Matt James,24.0,0.0669,0.0496,Safe
30,1,RANK,"Mike ""The Miz"" Mizanin",24.0,0.0615,0.0517,Safe
30,1,RANK,Suni Lee,28.0,0.0706,0.0491,Safe
30,1,RANK,Iman Shumpert,21.0,0.0713,0.0524,Safe
30,1,RANK,Cody Rigsby,24.0,0.0702,0.0518,Safe
30,1,RANK,Melanie C,27.0,0.0582,0.0424,Safe
30,1,RANK,Jimmie Allen,22.0,0.0602,0.041,Safe
30,1,RANK,Olivia Jade,25.0,0.0706,0.0497,Safe
30,1,RANK,JoJo Siwa,29.0,0.0663,0.0462,Safe
