Season,Week,Rule_Used,Contestant,Judge_Score,Est_Fan_Vote,Uncertainty,Actual_Status,Prediction_Match
29,7,RANK,Skai Jackson,27.0,0.1062,0.0784,Safe,True
29,7,RANK,Justina Machado,26.0,0.0953,0.0733,Safe,True
29,7,RANK,Johnny Weir,27.0,0.1135,0.0827,Safe,True
29,7,RANK,Nev Schulman,30.0,0.1057,0.074,Safe,True
29,7,RANK,AJ McLean,26.0,0.0916,0.0615,Safe,True
29,7,RANK,Nelly,27.0,0.1002,0.0736,Safe,True
29,7,RANK,Kaitlyn Bristowe,24.0,0.1223,0.0778,Safe,True
29,7,RANK,Monica Aldama,22.0,0.0477,0.0339,Eliminated,True
29,7,RANK,Jeannie Mai,25.0,0.1155,0.0681,Safe,True
29,8,RANK,Chrishell Stause,27.0,0.0339,0.0265,Eliminated,True
29,8,RANK,Skai Jackson,26.9998,0.149,0.0583,Safe,True
29,8,RANK,Justina Machado,28.9998,0.1054,0.0797,Safe,True
29,8,RANK,Johnny Weir,30.0,0.0794,0.0606,Safe,True
29,8,RANK,Nev Schulman,30.0,0.1704,0.1273,Safe,True
29,8,RANK,AJ McLean,27.0,0.1399,0.0767,Safe,True
29,8,RANK,Nelly,24.0,0.1835,0.0746,Safe,True
29,8,RANK,Kaitlyn Bristowe,28.0,0.1386,0.0863,Safe,True
29,9,RANK,Skai Jackson,28.9998,0.1549,0.0947,Safe,True
29,9,RANK,Justina Machado,25.9998,0.1652,0.1236,Safe,True
29,9,RANK,Johnny Weir,30.0,0.1566,0.1156,Safe,True
29,9,RANK,Nev Schulman,28.9998,0.159,0.0973,Safe,True
29,9,RANK,AJ McLean,24.9998,0.0552,0.0423,Eliminated,True
29,9,RANK,Nelly,24.0,0.185,0.0927,Safe,True
29,9,RANK,Kaitlyn Bristowe,30.0,0.1241,0.0876,Safe,True
29,10,RANK,Skai Jackson,28.5,0.0521,0.0427,Eliminated,True
29,10,RANK,Justina Machado,29.0,0.1127,0.0751,Safe,True
29,10,RANK,Johnny Weir,28.5,0.1789,0.0968,Safe,True
29,10,RANK,Nev Schulman,30.0,0.2463,0.1256,Safe,True
29,10,RANK,Nelly,28.0,0.2503,0.1099,Safe,True
29,10,RANK,Kaitlyn Bristowe,30.0,0.1597,0.115,Safe,True
30,2,RANK,Martin Kove,15.0,0.0241,0.0171,Eliminated,True
30,2,RANK,Brian Austin Green,23.0,0.069,0.0433,Safe,True
30,2,RANK,Melora Hardin,27.0,0.0654,0.0496,Safe,True
30,2,RANK,Matt James,22.0,0.0772,0.0467,Safe,True
30,2,RANK,"Mike ""The Miz"" Mizanin",26.0,0.0615,0.0413,Safe,True
30,2,RANK,Suni Lee,28.0,0.0802,0.0495,Safe,True
30,2,RANK,Iman Shumpert,25.0,0.0701,0.0472,Safe,True
30,2,RANK,Cody Rigsby,24.0,0.0701,0.0499,Safe,True
30,2,RANK,Melanie C,30.0,0.0571,0.0411,Safe,True
30,2,RANK,Jimmie Allen,27.0,0.0844,0.0567,Safe,True
30,2,RANK,Olivia Jade,27.0,0.0646,0.051,Safe,True
30,2,RANK,JoJo Siwa,31.0,0.0595,0.0419,Safe,True
30,2,RANK,Christine Chiu,24.0,0.0703,0.055,Safe,True
30,2,RANK,Kenya Moore,24.0,0.0762,0.0559,Safe,True
30,2,RANK,Amanda Kloots,32.0,0.0703,0.0552,Safe,True
30,3,RANK,Brian Austin Green,19.0,0.1086,0.0528,Safe,True
30,3,RANK,Melora Hardin,23.0,0.0614,0.0458,Safe,True
30,3,RANK,Matt James,20.0,0.0704,0.0454,Safe,True
30,3,RANK,"Mike ""The Miz"" Mizanin",22.0,0.0758,0.0465,Safe,True
30,3,RANK,Suni Lee,21.0,0.0665,0.0457,Safe,True
30,3,RANK,Iman Shumpert,19.0,0.1145,0.0613,Safe,True
30,3,RANK,Cody Rigsby,18.0,0.1152,0.0449,Safe,True
30,3,RANK,Melanie C,22.0,0.0463,0.0368,Safe,True
30,3,RANK,Jimmie Allen,20.0,0.0832,0.0383,Safe,True
30,3,RANK,Olivia Jade,24.0,0.042,0.0286,Safe,True
30,3,RANK,JoJo Siwa,24.0,0.0848,0.054,Safe,True
30,3,RANK,Christine Chiu,21.0,0.0099,0.0083,Eliminated,True
30,3,RANK,Kenya Moore,21.0,0.0604,0.0439,Safe,True
30,3,RANK,Amanda Kloots,24.0,0.0611,0.0446,Safe,True
30,4,RANK,Brian Austin Green,26.0,0.0287,0.0207,Eliminated,True
30,4,RANK,Melora Hardin,36.5,0.0949,0.0729,Safe,True
30,4,RANK,Matt James,28.5,0.0937,0.057,Safe,True
30,4,RANK,"Mike ""The Miz"" Mizanin",32.5,0.0767,0.0574,Safe,True
30,4,RANK,Suni Lee,34.0,0.0821,0.061,Safe,True
30,4,RANK,Iman Shumpert,31.5,0.0697,0.0458,Safe,True
30,4,RANK,Cody Rigsby,29.0,0.1001,0.0609,Safe,True
30,4,RANK,Melanie C,33.0,0.0819,0.054,Safe,True
30,4,RANK,Jimmie Allen,32.5,0.0769,0.0523,Safe,True
30,4,RANK,Olivia Jade,35.0,0.0702,0.0592,Safe,True
30,4,RANK,JoJo Siwa,35.0,0.0698,0.0542,Safe,True
30,4,RANK,Kenya Moore,29.5,0.0721,0.0507,Safe,True
30,4,RANK,Amanda Kloots,34.0,0.0831,0.0575,Safe,True
30,5,RANK,Melora Hardin,36.0,0.0641,0.0402,Safe,True
30,5,RANK,"Mike ""The Miz"" Mizanin",32.0,0.1274,0.0465,Safe,True
30,5,RANK,Suni Lee,36.0,0.0662,0.0464,Safe,True
30,5,RANK,Iman Shumpert,28.0,0.1595,0.0633,Safe,True
30,5,RANK,Cody Rigsby,32.0,0.115,0.0403,Safe,True
30,5,RANK,Melanie C,36.0,0.0273,0.046,Eliminated,True
30,5,RANK,Jimmie Allen,34.0,0.1245,0.0573,Safe,True
30,5,RANK,Olivia Jade,36.0,0.1172,0.0754,Safe,True
30,5,RANK,JoJo Siwa,40.0,0.0542,0.0337,Safe,True
30,5,RANK,Kenya Moore,36.0,0.083,0.0696,Safe,True
30,5,RANK,Amanda Kloots,39.0,0.0616,0.0356,Safe,True
30,6,RANK,Melora Hardin,34.0,0.1012,0.0695,Safe,True
30,6,RANK,"Mike ""The Miz"" Mizanin",34.0,0.1,0.0619,Safe,True
30,6,RANK,Suni Lee,36.0,0.1025,0.0736,Safe,True
30,6,RANK,Iman Shumpert,40.0,0.144,0.087,Safe,True
30,6,RANK,Cody Rigsby,36.0,0.1019,0.0727,Safe,True
30,6,RANK,Jimmie Allen,38.0,0.0857,0.0662,Safe,True
30,6,RANK,Olivia Jade,36.0,0.1053,0.0752,Safe,True
30,6,RANK,JoJo Siwa,40.0,0.1085,0.0692,Safe,True
30,6,RANK,Kenya Moore,32.0,0.0415,0.0324,Eliminated,True
30,6,RANK,Amanda Kloots,38.0,0.1091,0.089,Safe,True
30,7,RANK,Melora Hardin,38.0,0.0911,0.0708,Safe,True
30,7,RANK,"Mike ""The Miz"" Mizanin",32.0,0.0581,0.038,Eliminated,True
30,7,RANK,Suni Lee,34.0,0.1377,0.0961,Safe,True
30,7,RANK,Iman Shumpert,34.0,0.0948,0.0725,Safe,True
30,7,RANK,Cody Rigsby,36.0,0.1106,0.0853,Safe,True
30,7,RANK,Jimmie Allen,38.0,0.1152,0.0725,Safe,True
30,7,RANK,Olivia Jade,42.0,0.1163,0.0897,Safe,True
30,7,RANK,JoJo Siwa,39.0,0.1462,0.0909,Safe,True
30,7,RANK,Amanda Kloots,34.0,0.13,0.0782,Safe,True
30,8,RANK,Melora Hardin,42.0,0.1547,0.0882,Safe,True
30,8,RANK,Suni Lee,42.0,0.1016,0.0747,Safe,True
30,8,RANK,Iman Shumpert,35.0,0.1579,0.1041,Safe,True
30,8,RANK,Cody Rigsby,38.0,0.1269,0.0811,Safe,True
30,8,RANK,Jimmie Allen,32.0,0.0585,0.0424,Eliminated,True
30,8,RANK,Olivia Jade,36.0,0.1355,0.0859,Safe,True
30,8,RANK,JoJo Siwa,41.0,0.1585,0.1023,Safe,True
30,8,RANK,Amanda Kloots,42.0,0.1065,0.0725,Safe,True
30,9,RANK,Melora Hardin,36.0,0.0745,0.0515,Eliminated,True
30,9,RANK,Suni Lee,37.5,0.2275,0.1385,Safe,True
30,9,RANK,Iman Shumpert,37.5,0.2155,0.1322,Safe,True
30,9,RANK,Cody Rigsby,35.5,0.2177,0.1006,Safe,True
30,9,RANK,JoJo Siwa,40.0,0.1382,0.0941,Safe,True
30,9,RANK,Amanda Kloots,39.5,0.1265,0.0884,Safe,True
31,1,RANK,Jason Lewis,18.0,0.019,0.0138,Eliminated,True
31,1,RANK,Cheryl Ladd,21.0,0.0711,0.0509,Safe,True
31,1,RANK,Selma Blair,28.0,0.0571,0.0416,Safe,True
31,1,RANK,Joseph Baena,23.0,0.0588,0.0415,Safe,True
31,1,RANK,Trevor Donovan,21.0,0.069,0.0474,Safe,True
31,1,RANK,Daniel Durant,27.0,0.0659,0.0481,Safe,True
31,1,RANK,Wayne Brady,29.0,0.0577,0.0433,Safe,True
31,1,RANK,Sam Champion,20.0,0.0675,0.0508,Safe,True
31,1,RANK,Jessie James Decker,20.0,0.0697,0.047,Safe,True
31,1,RANK,Jordin Sparks,26.0,0.0702,0.0534,Safe,True
31,1,RANK,Heidi D'Amelio,24.0,0.0662,0.0471,Safe,True
31,1,RANK,Charli D'Amelio,32.0,0.064,0.0455,Safe,True
31,1,RANK,Teresa Giudice,20.0,0.0625,0.0423,Safe,True
31,1,RANK,Vinny Guadagnino,17.0,0.0713,0.0441,Safe,True
31,1,RANK,Shangela,28.0,0.0709,0.0543,Safe,True
31,1,RANK,Gabby Windey,28.0,0.0588,0.0453,Safe,True
31,2,RANK,Cheryl Ladd,21.0,0.0774,0.0488,Safe,True
31,2,RANK,Selma Blair,28.0,0.0615,0.0478,Safe,True
31,2,RANK,Joseph Baena,24.0,0.0875,0.0496,Safe,True
31,2,RANK,Trevor Donovan,30.0,0.0668,0.0498,Safe,True
31,2,RANK,Daniel Durant,29.0,0.0706,0.0461,Safe,True
31,2,RANK,Wayne Brady,32.0,0.0623,0.0467,Safe,True
31,2,RANK,Sam Champion,26.0,0.0757,0.0548,Safe,True
31,2,RANK,Jessie James Decker,25.0,0.0742,0.0464,Safe,True
31,2,RANK,Jordin Sparks,27.0,0.0706,0.053,Safe,True
31,2,RANK,Heidi D'Amelio,28.0,0.0658,0.0459,Safe,True
31,2,RANK,Charli D'Amelio,32.0,0.0625,0.0436,Safe,True
31,2,RANK,Teresa Giudice,23.0,0.0202,0.0148,Eliminated,True
31,2,RANK,Vinny Guadagnino,27.0,0.0619,0.0507,Safe,True
31,2,RANK,Shangela,28.0,0.0684,0.0524,Safe,True
31,2,RANK,Gabby Windey,32.0,0.0745,0.0533,Safe,True
31,3,RANK,Cheryl Ladd,24.0,0.021,0.0162,Eliminated,True
31,3,RANK,Selma Blair,28.0,0.065,0.0461,Safe,True
31,3,RANK,Joseph Baena,29.0,0.0588,0.0465,Safe,True
31,3,RANK,Trevor Donovan,27.0,0.0655,0.0478,Safe,True
31,3,RANK,Daniel Durant,31.0,0.0761,0.0542,Safe,True
31,3,RANK,Wayne Brady,33.0,0.0831,0.0601,Safe,True
31,3,RANK,Sam Champion,25.0,0.0805,0.0499,Safe,True
31,3,RANK,Jessie James Decker,26.0,0.0755,0.0503,Safe,True
31,3,RANK,Jordin Sparks,29.0,0.0901,0.0614,Safe,True
31,3,RANK,Heidi D'Amelio,32.0,0.0836,0.0632,Safe,True
31,3,RANK,Charli D'Amelio,33.0,0.0747,0.0508,Safe,True
31,3,RANK,Vinny Guadagnino,23.0,0.0847,0.0493,Safe,True
31,3,RANK,Shangela,30.0,0.0705,0.0476,Safe,True
31,3,RANK,Gabby Windey,33.0,0.071,0.0512,Safe,True
31,4,RANK,Selma Blair,32.0,0.0716,0.0512,Safe,True
31,4,RANK,Joseph Baena,28.0,0.1017,0.0652,Safe,True
31,4,RANK,Trevor Donovan,28.0,0.0909,0.0619,Safe,True
31,4,RANK,Daniel Durant,29.0,0.0901,0.0637,Safe,True
31,4,RANK,Wayne Brady,36.0,0.0741,0.0576,Safe,True
31,4,RANK,Sam Champion,25.0,0.0305,0.0213,Eliminated,True
31,4,RANK,Jessie James Decker,31.0,0.0854,0.0591,Safe,True
31,4,RANK,Jordin Sparks,34.0,0.0693,0.0488,Safe,True
31,4,RANK,Heidi D'Amelio,34.0,0.0831,0.0621,Safe,True
31,4,RANK,Charli D'Amelio,36.0,0.0743,0.0616,Safe,True
31,4,RANK,Vinny Guadagnino,29.0,0.0759,0.0546,Safe,True
31,4,RANK,Shangela,32.0,0.0792,0.064,Safe,True
31,4,RANK,Gabby Windey,36.0,0.0738,0.0583,Safe,True
31,5,RANK,Selma Blair,40.0,0.0707,0.0511,Safe,True
31,5,RANK,Joseph Baena,35.0,0.0224,0.0166,Eliminated,True
31,5,RANK,Trevor Donovan,36.0,0.0975,0.063,Safe,True
31,5,RANK,Daniel Durant,33.5,0.0961,0.0608,Safe,True
31,5,RANK,Wayne Brady,41.0,0.0872,0.061,Safe,True
31,5,RANK,Jessie James Decker,36.0,0.0803,0.0568,Safe,True
31,5,RANK,Jordin Sparks,35.5,0.0957,0.0601,Safe,True
31,5,RANK,Heidi D'Amelio,39.0,0.0888,0.0633,Safe,True
31,5,RANK,Charli D'Amelio,42.0,0.0939,0.0684,Safe,True
31,5,RANK,Vinny Guadagnino,31.0,0.1057,0.0523,Safe,True
31,5,RANK,Shangela,38.5,0.071,0.0494,Safe,True
31,5,RANK,Gabby Windey,41.0,0.0909,0.0601,Safe,True
31,6,RANK,Trevor Donovan,34.0,0.1295,0.0845,Safe,True
31,6,RANK,Daniel Durant,34.0,0.0935,0.0665,Safe,True
31,6,RANK,Wayne Brady,34.0,0.1151,0.0805,Safe,True
31,6,RANK,Jessie James Decker,32.0,0.0442,0.032,Eliminated,True
31,6,RANK,Jordin Sparks,34.0,0.0915,0.0603,Safe,True
31,6,RANK,Heidi D'Amelio,36.0,0.1073,0.0852,Safe,True
31,6,RANK,Charli D'Amelio,40.0,0.1055,0.0692,Safe,True
31,6,RANK,Vinny Guadagnino,28.0,0.1601,0.0787,Safe,True
31,6,RANK,Shangela,36.0,0.082,0.0639,Safe,True
31,6,RANK,Gabby Windey,37.0,0.0713,0.0522,Safe,True
31,7,RANK,Trevor Donovan,39.0,0.0992,0.0732,Safe,True
31,7,RANK,Daniel Durant,36.5,0.095,0.0764,Safe,True
31,7,RANK,Wayne Brady,38.0,0.1127,0.0862,Safe,True
31,7,RANK,Jordin Sparks,34.5,0.0408,0.0287,Eliminated,True
31,7,RANK,Heidi D'Amelio,35.0,0.1335,0.0764,Safe,True
31,7,RANK,Charli D'Amelio,39.0,0.1363,0.0952,Safe,True
31,7,RANK,Vinny Guadagnino,31.5,0.1361,0.068,Safe,True
31,7,RANK,Shangela,36.5,0.1192,0.0754,Safe,True
31,7,RANK,Gabby Windey,35.5,0.1272,0.0779,Safe,True
31,8,RANK,Trevor Donovan,39.0,0.1097,0.0816,Safe,True
31,8,RANK,Daniel Durant,39.0,0.1357,0.0865,Safe,True
31,8,RANK,Wayne Brady,45.0,0.1215,0.0954,Safe,True
31,8,RANK,Heidi D'Amelio,35.0,0.0541,0.0375,Eliminated,True
31,8,RANK,Charli D'Amelio,45.0,0.1238,0.0817,Safe,True
31,8,RANK,Vinny Guadagnino,29.0,0.156,0.0753,Safe,True
31,8,RANK,Shangela,42.0,0.1373,0.0883,Safe,True
31,8,RANK,Gabby Windey,40.0,0.1619,0.1147,Safe,True
31,9,RANK,Trevor Donovan,32.5,0.092,0.0623,Eliminated,True
31,9,RANK,Daniel Durant,34.5,0.1547,0.0867,Safe,True
31,9,RANK,Wayne Brady,36.5,0.1299,0.099,Safe,True
31,9,RANK,Charli D'Amelio,40.0,0.1469,0.1111,Safe,True
31,9,RANK,Shangela,36.5,0.2376,0.1311,Safe,True
31,9,RANK,Gabby Windey,40.0,0.2389,0.1199,Safe,True
32,1,RANK,Jamie Lynn Spears,15.0,0.0725,0.0528,Safe,True
32,1,RANK,Mira Sorvino,17.0,0.0695,0.0537,Safe,True
32,1,RANK,Barry Williams,16.0,0.092,0.0707,Safe,True
32,1,RANK,Alyson Hannigan,13.0,0.0816,0.05,Safe,True
32,1,RANK,Xochitl Gomez,18.0,0.0688,0.0491,Safe,True
32,1,RANK,Adrian Peterson,18.0,0.0677,0.0472,Safe,True
32,1,RANK,Matt Walsh,12.0,0.0199,0.0159,Eliminated,True
32,1,RANK,Tyson Beckford,12.0,0.0774,0.044,Safe,True
32,1,RANK,Jason Mraz,21.0,0.0777,0.0617,Safe,True
32,1,RANK,Lele Pons,19.0,0.0666,0.0525,Safe,True
32,1,RANK,Harry Jowsey,12.0,0.1006,0.0562,Safe,True
32,1,RANK,Mauricio Umansky,15.0,0.0708,0.0478,Safe,True
32,1,RANK,Charity Lawson,22.0,0.0641,0.0516,Safe,True
32,1,RANK,Ariana Madix,21.0,0.0709,0.0526,Safe,True
32,2,RANK,Jamie Lynn Spears,16.0,0.0166,0.013,Eliminated,True
32,2,RANK,Mira Sorvino,18.0,0.067,0.0407,Safe,True
32,2,RANK,Barry Williams,15.0,0.0848,0.0519,Safe,True
32,2,RANK,Alyson Hannigan,19.0,0.0718,0.0626,Safe,True
32,2,RANK,Xochitl Gomez,24.0,0.0938,0.0667,Safe,True
32,2,RANK,Adrian Peterson,15.0,0.0833,0.0492,Safe,True
32,2,RANK,Tyson Beckford,18.0,0.0696,0.0493,Safe,True
32,2,RANK,Jason Mraz,24.0,0.0832,0.0642,Safe,True
32,2,RANK,Lele Pons,21.0,0.0768,0.0526,Safe,True
32,2,RANK,Harry Jowsey,15.0,0.0772,0.0465,Safe,True
32,2,RANK,Mauricio Umansky,12.0,0.1146,0.0455,Safe,True
32,2,RANK,Charity Lawson,21.0,0.0864,0.0581,Safe,True
32,2,RANK,Ariana Madix,20.0,0.0749,0.0558,Safe,True
32,3,RANK,Mira Sorvino,26.0,0.0924,0.0605,Safe,True
32,3,RANK,Barry Williams,25.0,0.0778,0.0521,Safe,True
32,3,RANK,Alyson Hannigan,24.0,0.0937,0.0583,Safe,True
32,3,RANK,Xochitl Gomez,32.0,0.0751,0.0562,Safe,True
32,3,RANK,Adrian Peterson,22.0,0.095,0.06,Safe,True
32,3,RANK,Tyson Beckford,20.0,0.0332,0.0228,Eliminated,True
32,3,RANK,Jason Mraz,34.0,0.0886,0.0687,Safe,True
32,3,RANK,Lele Pons,27.0,0.0866,0.0578,Safe,True
32,3,RANK,Harry Jowsey,24.0,0.0911,0.0622,Safe,True
32,3,RANK,Mauricio Umansky,23.0,0.1027,0.0641,Safe,True
32,3,RANK,Charity Lawson,32.0,0.0821,0.062,Safe,True
32,3,RANK,Ariana Madix,34.0,0.0817,0.0669,Safe,True
32,4,RANK,Mira Sorvino,21.0,0.0814,0.053,Safe,True
32,4,RANK,Barry Williams,18.0,0.1236,0.0417,Safe,True
32,4,RANK,Alyson Hannigan,18.0,0.1501,0.0681,Safe,True
32,4,RANK,Xochitl Gomez,27.0,0.1111,0.0778,Safe,True
32,4,RANK,Adrian Peterson,21.0,0.0167,0.0126,Eliminated,True
32,4,RANK,Jason Mraz,24.0,0.0944,0.0659,Safe,True
32,4,RANK,Lele Pons,22.0,0.0703,0.0427,Safe,True
32,4,RANK,Harry Jowsey,21.0,0.0884,0.0716,Safe,True
32,4,RANK,Mauricio Umansky,19.0,0.1106,0.057,Safe,True
32,4,RANK,Charity Lawson,24.0,0.0757,0.0598,Safe,True
32,4,RANK,Ariana Madix,25.0,0.0777,0.0611,Safe,True
32,5,RANK,Mira Sorvino,22.0,0.0332,0.0252,Eliminated,True
32,5,RANK,Barry Williams,24.0,0.0916,0.0698,Safe,True
32,5,RANK,Alyson Hannigan,21.0,0.1204,0.0649,Safe,True
32,5,RANK,Xochitl Gomez,28.0,0.1243,0.0914,Safe,True
32,5,RANK,Jason Mraz,27.0,0.0937,0.0657,Safe,True
32,5,RANK,Lele Pons,24.0,0.1138,0.085,Safe,True
32,5,RANK,Harry Jowsey,18.0,0.1401,0.0686,Safe,True
32,5,RANK,Mauricio Umansky,24.0,0.0766,0.055,Safe,True
32,5,RANK,Charity Lawson,28.0,0.1001,0.0758,Safe,True
32,5,RANK,Ariana Madix,24.0,0.1063,0.0897,Safe,True
32,6,RANK,Barry Williams,32.0,0.1219,0.0678,Safe,True
32,6,RANK,Alyson Hannigan,31.0,0.1312,0.0796,Safe,True
32,6,RANK,Xochitl Gomez,42.0,0.0898,0.0641,Safe,True
32,6,RANK,Jason Mraz,39.0,0.1195,0.0875,Safe,True
32,6,RANK,Lele Pons,37.0,0.1036,0.0744,Safe,True
32,6,RANK,Harry Jowsey,29.0,0.1631,0.0726,Safe,True
32,6,RANK,Mauricio Umansky,33.0,0.0263,0.0206,Eliminated,True
32,6,RANK,Charity Lawson,38.0,0.1187,0.0817,Safe,True
32,6,RANK,Ariana Madix,41.0,0.1258,0.0763,Safe,True
32,7,RANK,Barry Williams,32.5,0.1762,0.0528,Safe,True
32,7,RANK,Alyson Hannigan,35.0,0.1683,0.0788,Safe,True
32,7,RANK,Xochitl Gomez,37.0,0.093,0.0636,Safe,True
32,7,RANK,Jason Mraz,36.0,0.1062,0.0611,Safe,True
32,7,RANK,Lele Pons,36.5,0.0284,0.0225,Eliminated,True
32,7,RANK,Harry Jowsey,32.0,0.2497,0.083,Safe,True
32,7,RANK,Charity Lawson,36.0,0.0901,0.0446,Safe,True
32,7,RANK,Ariana Madix,37.0,0.0881,0.0592,Safe,True
32,8,RANK,Barry Williams,35.0,0.0441,0.0333,Eliminated,True
32,8,RANK,Alyson Hannigan,36.0,0.1817,0.1302,Safe,True
32,8,RANK,Xochitl Gomez,40.0,0.1856,0.1134,Safe,True
32,8,RANK,Jason Mraz,33.0,0.1641,0.0926,Safe,True
32,8,RANK,Harry Jowsey,28.0,0.1668,0.0659,Safe,True
32,8,RANK,Charity Lawson,39.0,0.0985,0.0739,Safe,True
32,8,RANK,Ariana Madix,42.0,0.1592,0.1052,Safe,True
32,9,RANK,Alyson Hannigan,32.0,0.2179,0.1161,Safe,True
32,9,RANK,Xochitl Gomez,41.0,0.1139,0.0969,Safe,True
32,9,RANK,Jason Mraz,43.0,0.1567,0.1264,Safe,True
32,9,RANK,Harry Jowsey,30.0,0.1028,0.0702,Eliminated,True
32,9,RANK,Charity Lawson,38.0,0.139,0.1077,Safe,True
32,9,RANK,Ariana Madix,37.0,0.2696,0.1688,Safe,True
33,2,RANK,Tori Spelling,19.0,0.0175,0.0131,Eliminated,True
33,2,RANK,Eric Roberts,15.0,0.1141,0.0604,Safe,True
33,2,RANK,Reginald VelJohnson,15.0,0.107,0.0446,Safe,True
33,2,RANK,Chandler Kinney,24.0,0.0643,0.0476,Safe,True
33,2,RANK,Dwight Howard ,22.0,0.074,0.052,Safe,True
33,2,RANK,Danny Amendola,21.0,0.076,0.0548,Safe,True
33,2,RANK,Stephen Nedoroscik,22.0,0.0979,0.0667,Safe,True
33,2,RANK,Ilona Maher,21.0,0.0672,0.0462,Safe,True
33,2,RANK,Anna Delvey,17.0,0.0954,0.0466,Safe,True
33,2,RANK,Brooks Nader,20.0,0.0614,0.0422,Safe,True
33,2,RANK,Phaedra Parks,21.0,0.0796,0.054,Safe,True
33,2,RANK,Jenn Tran,19.0,0.0753,0.0457,Safe,True
33,2,RANK,Joey Graziadei,22.0,0.0704,0.0506,Safe,True
33,3,RANK,Eric Roberts,23.0,0.0294,0.0209,Eliminated,True
33,3,RANK,Reginald VelJohnson,21.0,0.1207,0.0678,Safe,True
33,3,RANK,Chandler Kinney,34.5,0.1167,0.0755,Safe,True
33,3,RANK,Dwight Howard ,26.0,0.1181,0.0731,Safe,True
33,3,RANK,Danny Amendola,30.0,0.0934,0.069,Safe,True
33,3,RANK,Stephen Nedoroscik,31.0,0.0946,0.0691,Safe,True
33,3,RANK,Ilona Maher,28.0,0.0953,0.0719,Safe,True
33,3,RANK,Brooks Nader,30.5,0.0871,0.0627,Safe,True
33,3,RANK,Phaedra Parks,28.0,0.0753,0.0566,Safe,True
33,3,RANK,Jenn Tran,31.0,0.0898,0.0606,Safe,True
33,3,RANK,Joey Graziadei,35.0,0.0795,0.0533,Safe,True
33,4,RANK,Chandler Kinney,32.0,0.1061,0.0625,Safe,True
33,4,RANK,Dwight Howard ,29.0,0.1938,0.0725,Safe,True
33,4,RANK,Danny Amendola,36.0,0.0965,0.0673,Safe,True
33,4,RANK,Stephen Nedoroscik,33.0,0.1068,0.0631,Safe,True
33,4,RANK,Ilona Maher,32.0,0.1297,0.0829,Safe,True
33,4,RANK,Brooks Nader,32.0,0.021,0.017,Eliminated,True
33,4,RANK,Phaedra Parks,32.0,0.1067,0.0671,Safe,True
33,4,RANK,Jenn Tran,32.0,0.1045,0.0601,Safe,True
33,4,RANK,Joey Graziadei,36.0,0.1349,0.0903,Safe,True
33,5,RANK,Chandler Kinney,27.0,0.1581,0.0954,Safe,True
33,5,RANK,Dwight Howard ,24.0,0.1574,0.094,Safe,True
33,5,RANK,Danny Amendola,25.5,0.1447,0.0963,Safe,True
33,5,RANK,Stephen Nedoroscik,24.0,0.1637,0.0865,Safe,True
33,5,RANK,Ilona Maher,26.0,0.1302,0.0843,Safe,True
33,5,RANK,Phaedra Parks,24.0,0.0422,0.0316,Eliminated,True
33,5,RANK,Jenn Tran,25.5,0.1068,0.0859,Safe,True
33,5,RANK,Joey Graziadei,26.0,0.0969,0.0754,Safe,True
33,6,RANK,Chandler Kinney,32.0,0.1636,0.1733,Safe,True
33,6,RANK,Dwight Howard ,31.0,0.1414,0.0963,Safe,True
33,6,RANK,Danny Amendola,28.0,0.1495,0.0861,Safe,True
33,6,RANK,Stephen Nedoroscik,28.0,0.1756,0.0916,Safe,True
33,6,RANK,Ilona Maher,24.0,0.2241,0.0746,Safe,True
33,6,RANK,Jenn Tran,31.0,0.025,0.0208,Eliminated,True
33,6,RANK,Joey Graziadei,32.0,0.1208,0.0823,Safe,True
33,7,RANK,Chandler Kinney,30.0,0.1647,0.0871,Safe,True
33,7,RANK,Dwight Howard ,24.0,0.0946,0.0744,Eliminated,True
33,7,RANK,Danny Amendola,25.5,0.1861,0.1145,Safe,True
33,7,RANK,Stephen Nedoroscik,27.0,0.2154,0.1503,Safe,True
33,7,RANK,Ilona Maher,26.0,0.1997,0.1335,Safe,True
33,7,RANK,Joey Graziadei,27.5,0.1396,0.1418,Safe,True
34,2,RANK,Corey Feldman,15.0,0.0252,0.0183,Eliminated,True
34,2,RANK,Danielle Fishel,19.0,0.0916,0.0622,Safe,True
34,2,RANK,Elaine Hendrix,21.0,0.0748,0.0512,Safe,True
34,2,RANK,Baron Davis,18.0,0.0638,0.0475,Safe,True
34,2,RANK,Jordan Chiles,22.0,0.0656,0.0492,Safe,True
34,2,RANK,Andy Richter,16.0,0.0847,0.05,Safe,True
34,2,RANK,Robert Irwin,22.0,0.0742,0.0516,Safe,True
34,2,RANK,Hilaria Baldwin,21.0,0.0683,0.0511,Safe,True
34,2,RANK,Lauren Jauregui,21.0,0.0795,0.0559,Safe,True
34,2,RANK,Scott Hoying,18.0,0.0762,0.0491,Safe,True
34,2,RANK,Alix Earle,21.0,0.0672,0.05,Safe,True
34,2,RANK,Jen Affleck,22.0,0.0759,0.0507,Safe,True
34,2,RANK,Whitney Leavitt,22.0,0.0775,0.0516,Safe,True
34,2,RANK,Dylan Efron,20.0,0.0755,0.0553,Safe,True
34,3,RANK,Danielle Fishel,21.0,0.0807,0.062,Safe,True
34,3,RANK,Elaine Hendrix,21.0,0.091,0.0565,Safe,True
